task,team_id,Person-ID (mellon-ID),event_start_time,event_end_time,event_result,Primary code ,Primary Sub-code,Secondary Code,Secondary  Sub-code,Apartment Feature 1,Apartment Feature 2,Apartment Feature 3,Apartment Feature 4 ,Candidate Feature 1,Candidate Feature 2,Candidate Feature 3,Candidate Feature 4,Party Venue Feature 1,Party Venue Feature 2,Party Venue Feature 3,Party Venue Feature 4,Professor Feature 1,Professor Feature 2,Professor Feature 3,Professor Feature 4
Professor,180283_188632_170242_172188,170242,2019-09-28 17:24:36+00:00,2019-09-28 17:24:36+00:00,C for me leaves to take calls and gets annoyed when students dont respond to emails immediately ,SSI,SSI-NN,,,,,,,,,,,,,,,routinely leaves the classroom to take personal phone calls ,becomes annoyed when students do not immediately respond to emails ,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:25:03+00:00,2019-09-28 17:25:03+00:00,For me bad lectures are worse than just taking a phone call,SSI,SSI-U,SSI,SSI-NN,,,,,,,,,,,,,routinely leaves the classroom to take personal phone calls ,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:25:05+00:00,2019-09-28 17:25:05+00:00,"i put B as last mainly because he/she ""Has a relatively high percentage of students receiving low and failing grades.
""",CRF,CRF-F,SSI,SSI-NN,,,,,,,,,,,,,has a relatively high percentage of students receiving low and failing grades,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:25:10+00:00,2019-09-28 17:25:10+00:00,o shit,SMC,SMC-I,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:25:12+00:00,2019-09-28 17:25:12+00:00,i mean,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:25:19+00:00,2019-09-28 17:25:19+00:00,i didnt have that info,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:25:31+00:00,2019-09-28 17:25:31+00:00,loll theyre trying to trick us,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:25:37+00:00,2019-09-28 17:25:37+00:00,none of mine say bad lectures,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:25:42+00:00,2019-09-28 17:25:42+00:00,"Professor A

Has recently been promoted from assistant professor to associate professor.
Uses the latest media technologies for class presentations.
Keeps in touch with many former students.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:25:47+00:00,2019-09-28 17:25:47+00:00,A says Often gives lectures that are rambling and unstructured.,SSI,SSI-NN,,,,,,,,,,,,,,,often gives lectures that are rambling and unstructured ,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:25:50+00:00,2019-09-28 17:25:50+00:00,yup we have diff info,CRF,CRF-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:25:51+00:00,2019-09-28 17:25:51+00:00,O ,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:26:03+00:00,2019-09-28 17:26:03+00:00,wait,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:26:06+00:00,2019-09-28 17:26:06+00:00,copy paste kappa,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:26:10+00:00,2019-09-28 17:26:10+00:00,can we just copy paste all our info LOL they didnt say not to,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:26:22+00:00,2019-09-28 17:26:22+00:00,"Professor A

Writes occasional op-ed pieces for major national newspapers.
Promptly responds to student emails.
Is well regarded by academic colleagues.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Has recently taken a sabbatical.
Often calls on students randomly during class, asking about their personal stances on controversial issues.
Gives unannounced quizzes several times per semester.
Professor C

Creates custom course materials for students to keep textbook costs low.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Has two young children.
Loves attending performances at the local theater.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:26:22+00:00,2019-09-28 17:26:22+00:00,"Professor A

Encourages discussion and exchange of ideas between students during lectures.
Is known as a superb storyteller and a charismatic presence in the classroom.
Routinely wins awards for teaching excellence.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Earned a bachelor's degree at a small state college.
Has a relatively high percentage of students receiving low and failing grades.
Has recently faced plagiarism allegations involving scholarly articles.
Professor C

Is known to be a good listener.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Has a fairly long commute to campus.
Volunteers at the local animal shelter.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:26:29+00:00,2019-09-28 17:26:29+00:00,this is big brain,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:26:30+00:00,2019-09-28 17:26:30+00:00,"Professor A

Demonstrates multiple ways of understanding difficult concepts.
Writes excellent letters of recommendation for deserving students.
Credits students for their contributions in publications and conference presentations.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Has a lot of friends in the sociology department.
Can come across to students as condescending.
Often mixes up students' names.
Professor C

Makes all in-class exams open-book to promote understanding over memorization of facts.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Is a big tennis fan.
Has a spouse who also works in academia.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.
Rank-order the 3 professors from the best to worst, such as ABC (if A is best and C is worst) or CAB (if C is best and B is worst). You do not have to rank order the same way as you did before. After you enter your rank order, press SUBMIT.


",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:26:43+00:00,2019-09-28 17:26:43+00:00,"Professor A

Has recently been promoted from assistant professor to associate professor.
Uses the latest media technologies for class presentations.
Keeps in touch with many former students.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Is one of the newest faculty members in the history department.
Is known to cancel classes at the last moment without explanation.
Is verbose and specific when providing criticism but terse and abstract when giving praise.
Professor C

Regularly takes students on field trips to locations related to important historical figures and events.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Rides a bicycle around the campus.
Keeps personal office filled with family pictures and reproductions of famous artworks.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:26:52+00:00,2019-09-28 17:26:52+00:00,ok lets read each other's  & decide,CP,CP-G,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:26:58+00:00,2019-09-28 17:26:58+00:00,u know what,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:27:13+00:00,2019-09-28 17:27:13+00:00,honestly they all have,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:27:18+00:00,2019-09-28 17:27:18+00:00,+ and -,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:27:36+00:00,2019-09-28 17:27:36+00:00,so its personal preference,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:27:43+00:00,2019-09-28 17:27:43+00:00,"yeah pretty sure among all of us, the info has equal + and -",SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:28:11+00:00,2019-09-28 17:28:11+00:00,lets ignore the +,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:28:14+00:00,2019-09-28 17:28:14+00:00,so its easy to read,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:28:42+00:00,2019-09-28 17:28:42+00:00,After reading through it I would say my new list is ACB,SSI,SSI-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:28:54+00:00,2019-09-28 17:28:54+00:00,"yall i lk feel A is still best HAHA like the only major - is unstructured lecture, which isnt necessarily baddd",SSI,SSI-U,SSI,SSI-RN,,,,,,,,,,,,,often gives lectures that are rambling and unstructured ,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:28:55+00:00,2019-09-28 17:28:55+00:00,i dont have,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:28:57+00:00,2019-09-28 17:28:57+00:00,any complaints,SSI,SSI-U,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:29:00+00:00,2019-09-28 17:29:00+00:00,YES oliver,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:29:04+00:00,2019-09-28 17:29:04+00:00,oliver a G,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:29:06+00:00,2019-09-28 17:29:06+00:00,leggo,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:29:19+00:00,2019-09-28 17:29:19+00:00,ok submit right,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,170242,2019-09-28 17:29:20+00:00,2019-09-28 17:29:20+00:00,sounds good,SESU,SESU-A,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:29:23+00:00,2019-09-28 17:29:23+00:00,anyone ,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:29:29+00:00,2019-09-28 17:29:29+00:00,gonna watch the new demon slayer ep,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:29:30+00:00,2019-09-28 17:29:30+00:00,today,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:30:01+00:00,2019-09-28 17:30:01+00:00,Probably just read the latest chapter,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:30:07+00:00,2019-09-28 17:30:07+00:00,shhh,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:30:16+00:00,2019-09-28 17:30:16+00:00,i havent given into reading it yet,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,172188,2019-09-28 17:30:27+00:00,2019-09-28 17:30:27+00:00,cause last ep came out today,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,188632,2019-09-28 17:30:34+00:00,2019-09-28 17:30:34+00:00,I am not going to spoil it. Don't worry,SMC,SMC-O,,,,,,,,,,,,,,,,,,
Professor,180283_188632_170242_172188,180283,2019-09-28 17:30:37+00:00,2019-09-28 17:30:37+00:00,oliver did u submit? it says u didnt,CM,CM-G,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,178650,2019-09-28 21:13:13+00:00,2019-09-28 21:13:13+00:00,hello all,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,181512,2019-09-28 21:13:26+00:00,2019-09-28 21:13:26+00:00,Hi!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,172567,2019-09-28 21:13:48+00:00,2019-09-28 21:13:48+00:00,Hiiii,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,194721,2019-09-28 21:13:55+00:00,2019-09-28 21:13:55+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,178650,2019-09-28 21:18:24+00:00,2019-09-28 21:18:24+00:00,do we just want to paste the info from our pages into here,CE,CEC-S,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,181512,2019-09-28 21:19:04+00:00,2019-09-28 21:19:04+00:00,"Professor A

Writes occasional op-ed pieces for major national newspapers.
Promptly responds to student emails.
Is well regarded by academic colleagues.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Has recently taken a sabbatical.
Often calls on students randomly during class, asking about their personal stances on controversial issues.
Gives unannounced quizzes several times per semester.
Professor C

Creates custom course materials for students to keep textbook costs low.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Has two young children.
Loves attending performances at the local theater.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
Professor,181512_172567_178650_194721,178650,2019-09-28 21:19:19+00:00,2019-09-28 21:19:19+00:00,"Professor A

Has recently been promoted from assistant professor to associate professor.
Uses the latest media technologies for class presentations.
Keeps in touch with many former students.
Dresses formally for classes.
Keeps a relatively low social media profile.
Prefers to grade student papers at the campus coffee shop rather than at the personal office.
Often gives lectures that are rambling and unstructured.
Has not published a scholarly article within the last year.
Has sometimes been criticized for bringing too much politics into the classroom.
Professor B

Is willing to be flexible regarding deadlines for major assignments.
Is fluent in several languages.
Has a reputation for using humor in the classroom.
Always provides ample feedback on student papers.
Holds open office hours several days a week.
Keeps up with academic developments in history and related fields.
Is one of the newest faculty members in the history department.
Is known to cancel classes at the last moment without explanation.
Is verbose and specific when providing criticism but terse and abstract when giving praise.
Professor C

Regularly takes students on field trips to locations related to important historical figures and events.
Has published a number of award-winning popular books about major historical figures.
Has a reputation for being very friendly and open with students.
Is always very well organized.
Rides a bicycle around the campus.
Keeps personal office filled with family pictures and reproductions of famous artworks.
Gives reading assignments that some students find excessive.
Routinely leaves the classroom to take personal phone calls.
Becomes annoyed when students do not immediately respond to emails.
Rank-order the 3 professors from the best to worst, such as ABC (if A is best and C is worst) or CAB (if C is best and B is worst). You do not have to rank order the same way as you did before. After you enter your rank order, press SUBMIT.


",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
